ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10237,26,79.65,4/5/2004 0:00,Shipped,Motorcycles,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Frick,Michael
10252,47,65.8,5/26/2004 0:00,Shipped,Motorcycles,S24_2360,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique
10264,37,65.1,6/30/2004 0:00,Shipped,Motorcycles,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Yoshido,Juri
10276,46,75.49,8/2/2004 0:00,Shipped,Motorcycles,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10285,38,59.56,8/27/2004 0:00,Shipped,Motorcycles,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10299,33,66.49,9/30/2004 0:00,Shipped,Motorcycles,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10309,24,56.1,10/15/2004 0:00,Shipped,Motorcycles,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10319,31,81.73,11/3/2004 0:00,Shipped,Motorcycles,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,NA,Kuo,Kee
10330,42,81.03,11/16/2004 0:00,Shipped,Motorcycles,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10341,32,100,11/24/2004 0:00,Shipped,Motorcycles,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10355,41,70.65,12/7/2004 0:00,Shipped,Motorcycles,S24_2360,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10363,43,61.23,1/6/2005 0:00,Shipped,Motorcycles,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10375,20,100,2/3/2005 0:00,Shipped,Motorcycles,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10390,35,65.13,3/4/2005 0:00,Shipped,Motorcycles,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10403,27,79.65,4/8/2005 0:00,Shipped,Motorcycles,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10110,43,78.15,3/18/2003 0:00,Shipped,Classic Cars,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10124,32,72.7,5/21/2003 0:00,Shipped,Classic Cars,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10148,21,73.6,9/11/2003 0:00,Shipped,Classic Cars,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10161,20,100,10/17/2003 0:00,Shipped,Classic Cars,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10172,22,74.51,11/5/2003 0:00,Shipped,Classic Cars,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,King,Julie
10182,36,73.6,11/12/2003 0:00,Shipped,Classic Cars,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10192,46,83.6,11/20/2003 0:00,Shipped,Classic Cars,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10204,47,96.32,12/2/2003 0:00,Shipped,Classic Cars,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10212,45,88.14,1/16/2004 0:00,Shipped,Classic Cars,S24_2766,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10227,47,88.14,3/2/2004 0:00,Shipped,Classic Cars,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10241,47,94.5,4/13/2004 0:00,Shipped,Classic Cars,S24_2766,Mini Caravy,88.60.1555,"24, place Kl‚ber",Strasbourg,,67000,France,EMEA,Citeaux,Fr‚d‚rique
10267,38,87.24,7/7/2004 0:00,Shipped,Classic Cars,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10279,49,79.97,8/9/2004 0:00,Shipped,Classic Cars,S24_2766,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10288,35,80.87,9/1/2004 0:00,Shipped,Classic Cars,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10302,49,100,10/6/2003 0:00,Shipped,Classic Cars,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10311,28,93.6,10/16/2004 0:00,Shipped,Classic Cars,S24_2766,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10321,30,72.7,11/4/2004 0:00,Shipped,Classic Cars,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10332,39,86.72,11/17/2004 0:00,Shipped,Classic Cars,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10346,25,100,11/29/2004 0:00,Shipped,Classic Cars,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10368,40,100,1/19/2005 0:00,Shipped,Classic Cars,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10380,36,37.5,2/16/2005 0:00,Shipped,Classic Cars,S24_2766,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10407,76,94.5,4/22/2005 0:00,On Hold,Classic Cars,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10420,39,100,5/29/2005 0:00,In Process,Classic Cars,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10104,44,39.6,1/31/2003 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10114,24,30.06,4/1/2003 0:00,Shipped,Classic Cars,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie
10127,39,38.19,6/3/2003 0:00,Shipped,Classic Cars,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10141,21,42.43,8/1/2003 0:00,Shipped,Classic Cars,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10151,30,40.31,9/21/2003 0:00,Shipped,Classic Cars,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10165,27,31.82,10/22/2003 0:00,Shipped,Classic Cars,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10175,37,31.12,11/6/2003 0:00,Shipped,Classic Cars,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann
10184,42,31.82,11/14/2003 0:00,Shipped,Classic Cars,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA,Roel,Jos‚ Pedro
10195,32,28.29,11/25/2003 0:00,Shipped,Classic Cars,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Frick,Steve
10207,42,29.7,12/9/2003 0:00,Shipped,Classic Cars,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Franco,Valarie
10219,21,40.31,2/10/2004 0:00,Shipped,Classic Cars,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,NA,Taylor,Sue
10229,33,32.88,3/11/2004 0:00,Shipped,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10246,49,36.07,5/5/2004 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10259,31,33.24,6/15/2004 0:00,Shipped,Classic Cars,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10271,38,41.72,7/20/2004 0:00,Shipped,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10281,20,40.66,8/19/2004 0:00,Shipped,Classic Cars,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Yu,Kyung
10292,39,30.06,9/8/2004 0:00,Shipped,Classic Cars,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10305,48,31.47,10/13/2004 0:00,Shipped,Classic Cars,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10314,39,37.13,10/22/2004 0:00,Shipped,Classic Cars,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10324,30,100,11/5/2004 0:00,Shipped,Classic Cars,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Frick,Michael
10335,33,37.13,11/19/2004 0:00,Shipped,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10349,36,37.13,12/1/2004 0:00,Shipped,Classic Cars,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10358,36,82.94,12/10/2004 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10371,45,100,1/23/2005 0:00,Shipped,Classic Cars,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10383,40,100,2/22/2005 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10394,46,38.9,3/15/2005 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10412,30,36.07,5/3/2005 0:00,Shipped,Classic Cars,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10425,31,33.24,5/31/2005 0:00,In Process,Classic Cars,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10106,49,74.68,2/17/2003 0:00,Shipped,Planes,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10119,41,59.6,4/28/2003 0:00,Shipped,Planes,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10131,35,67.14,6/16/2003 0:00,Shipped,Planes,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,27,60.97,8/10/2003 0:00,Shipped,Planes,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,23,72.62,10/6/2003 0:00,Shipped,Planes,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10167,21,69.88,10/23/2003 0:00,Cancelled,Planes,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10178,34,80.84,11/8/2003 0:00,Shipped,Planes,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10186,22,69.2,11/14/2003 0:00,Shipped,Planes,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10198,48,67.82,11/27/2003 0:00,Shipped,Planes,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10209,43,82.21,1/9/2004 0:00,Shipped,Planes,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,NA,Chandler,Michael
10222,32,81.53,2/19/2004 0:00,Shipped,Planes,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10249,20,67.82,5/8/2004 0:00,Shipped,Planes,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,NA,Tseng,Kyung
10262,24,67.14,6/24/2004 0:00,Cancelled,Planes,S24_2841,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10274,40,65.08,7/21/2004 0:00,Shipped,Planes,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10284,30,73.99,8/21/2004 0:00,Shipped,Planes,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,21,71.25,9/15/2004 0:00,Shipped,Planes,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10307,25,75.36,10/14/2004 0:00,Shipped,Planes,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10316,34,63.71,11/1/2004 0:00,Shipped,Planes,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,48,58.92,11/12/2004 0:00,Shipped,Planes,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10339,55,100,11/23/2004 0:00,Shipped,Planes,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10351,25,74.68,12/3/2004 0:00,Shipped,Planes,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann
10373,38,70.44,1/31/2005 0:00,Shipped,Planes,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10386,39,55.96,3/1/2005 0:00,Resolved,Planes,S24_2841,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,28,57.55,3/30/2005 0:00,Shipped,Planes,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10400,24,61.66,4/1/2005 0:00,Shipped,Planes,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10415,21,67.82,5/9/2005 0:00,Disputed,Planes,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10110,46,100,3/18/2003 0:00,Shipped,Classic Cars,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10124,25,93.95,5/21/2003 0:00,Shipped,Classic Cars,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10148,34,100,9/11/2003 0:00,Shipped,Classic Cars,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10161,25,100,10/17/2003 0:00,Shipped,Classic Cars,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10173,23,100,11/5/2003 0:00,Shipped,Classic Cars,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10182,20,100,11/12/2003 0:00,Shipped,Classic Cars,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10192,23,100,11/20/2003 0:00,Shipped,Classic Cars,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10204,42,100,12/2/2003 0:00,Shipped,Classic Cars,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10213,27,100,1/22/2004 0:00,Shipped,Classic Cars,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10227,33,100,3/2/2004 0:00,Shipped,Classic Cars,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10241,28,98.65,4/13/2004 0:00,Shipped,Classic Cars,S24_2887,Mini Caravy,88.60.1555,"24, place Kl‚ber",Strasbourg,,67000,France,EMEA,Citeaux,Fr‚d‚rique
10267,43,100,7/7/2004 0:00,Shipped,Classic Cars,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10279,48,100,8/9/2004 0:00,Shipped,Classic Cars,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10288,48,100,9/1/2004 0:00,Shipped,Classic Cars,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10302,45,100,10/6/2003 0:00,Shipped,Classic Cars,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10311,43,100,10/16/2004 0:00,Shipped,Classic Cars,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10332,44,42.26,11/17/2004 0:00,Shipped,Classic Cars,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10346,24,87.24,11/29/2004 0:00,Shipped,Classic Cars,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10368,31,100,1/19/2005 0:00,Shipped,Classic Cars,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10380,44,36.29,2/16/2005 0:00,Shipped,Classic Cars,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10407,59,98.65,4/22/2005 0:00,On Hold,Classic Cars,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10420,55,96.3,5/29/2005 0:00,In Process,Classic Cars,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10109,29,32.1,3/10/2003 0:00,Shipped,Classic Cars,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10122,39,30.96,5/8/2003 0:00,Shipped,Classic Cars,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,20,35.87,7/2/2003 0:00,Shipped,Classic Cars,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10147,25,42.67,9/5/2003 0:00,Shipped,Classic Cars,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10160,42,37,10/11/2003 0:00,Shipped,Classic Cars,S24_2972,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,NA,Chandler,Michael
10171,36,35.49,11/5/2003 0:00,Shipped,Classic Cars,S24_2972,Qu‚bec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montr‚al,Qu‚bec,H1J 1C3,Canada,NA,FresniŠre,Jean
10181,37,42.67,11/12/2003 0:00,Shipped,Classic Cars,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,30,30.59,11/20/2003 0:00,Shipped,Classic Cars,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10203,21,37,12/2/2003 0:00,Shipped,Classic Cars,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10212,34,43.42,1/16/2004 0:00,Shipped,Classic Cars,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10225,42,36.63,2/22/2004 0:00,Shipped,Classic Cars,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10239,20,44.56,4/12/2004 0:00,Shipped,Classic Cars,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10253,40,42.67,6/1/2004 0:00,Cancelled,Classic Cars,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,34,40.4,7/6/2004 0:00,Shipped,Classic Cars,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10278,31,38.89,8/6/2004 0:00,Shipped,Classic Cars,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10287,36,39.65,8/30/2004 0:00,Shipped,Classic Cars,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10301,48,34.36,10/5/2003 0:00,Shipped,Classic Cars,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10310,33,41.91,10/16/2004 0:00,Shipped,Classic Cars,S24_2972,"Toms Spezialit„ten, Ltd",0221-5554327,Mehrheimerstr. 369,K”ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10321,37,33.23,11/4/2004 0:00,Shipped,Classic Cars,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10331,27,42.24,11/17/2004 0:00,Shipped,Classic Cars,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10342,39,40.4,11/24/2004 0:00,Shipped,Classic Cars,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10355,36,38.52,12/7/2004 0:00,Shipped,Classic Cars,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10367,36,100,1/12/2005 0:00,Resolved,Classic Cars,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Young,Julie
10378,41,100,2/10/2005 0:00,Shipped,Classic Cars,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10390,37,100,3/4/2005 0:00,Shipped,Classic Cars,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10405,47,44.56,4/14/2005 0:00,Shipped,Classic Cars,S24_2972,Mini Caravy,88.60.1555,"24, place Kl‚ber",Strasbourg,,67000,France,EMEA,Citeaux,Fr‚d‚rique
10419,15,42.67,5/17/2005 0:00,Shipped,Classic Cars,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
